recipe_id,raw_material_id,raw_material_ratio,flavour_id,flavour_ratio,ingredient_id,ingredient_ratio,heat_process,yield,generation_date,batch_number
HM77,194,0.04,478,0.42,250,0.54,20°C for 60 min,93.51,5/5/24,1
594P,78,0.44,104,0.02,194,0.54,70°C for 10 min,33.52,5/5/24,1
6RSY,127,0.22,369,0.77,158,0.01,,26.92,5/5/24,1
XGSK,45,0.43,422,0.43,278,0.14,,67.06,5/5/24,1
SUMC,156,0.02,135,0.79,72,0.19,,92.61,5/5/24,1
W59J,185,0.87,58,0.12,219,0.01,,98.91,5/5/24,1
2RQC,90,0.44,98,0.23,226,0.33,,99.39,5/5/24,1
1007,176,0.06,253,0.52,274,0.42,,60.07,5/5/24,1
ETUD,198,0.17,168,0.82,177,0.01,20°C for 60 min,91.07,5/5/24,1
QA4N,124,0.53,293,0.45,188,0.02,,92.62,5/5/24,1
HXQW,112,0.27,310,0.24,255,0.49,,98.19,5/5/24,1
3TZS,78,0.73,350,0.03,187,0.24,Steaming,97.97,5/5/24,1
YNMF,162,0.33,355,0.17,253,0.5,,95.71,5/5/24,1
9GH2,167,0.68,250,0.31,257,0.01,,94.72,5/5/24,1
CVQS,3,0.88,343,0.06,74,0.06,,93.12,5/5/24,1
YAOY,49,0.41,106,0.03,173,0.56,,93.29,5/5/24,1
1OSX,9,0.56,459,0.43,285,0.01,,91.62,5/5/24,1
Q7HL,160,0.28,430,0.71,42,0.01,,96.46,5/5/24,1
SCDK,38,0.85,118,0.14,164,0.01,70°C for 10 min,94.62,5/5/24,1
4E70,20,0.42,447,0.35,281,0.23,,97.65,5/5/24,1
YFGI,165,0.03,64,0.86,85,0.11,,90.97,5/5/24,1
02JS,116,0.94,354,0.05,102,0.01,70°C for 10 min,99.78,5/5/24,1
12ZV,32,0.14,239,0.71,221,0.15,Steaming,95.09,5/5/24,1
D9OE,169,0.56,9,0.27,177,0.17,Steaming,99.95,5/5/24,1
DAA5,81,0.71,48,0.28,128,0.01,,97.33,5/5/24,1
6BZS,78,0.26,147,0.73,50,0.01,70°C for 10 min,27.36,5/5/24,1
AE9K,136,0.18,428,0.3,284,0.52,,96.5,5/5/24,1
PU1M,10,0.31,247,0.52,21,0.17,,93.58,5/5/24,1
Y0KC,71,0.84,192,0.15,170,0.01,,96.23,5/5/24,1
DHTZ,12,0.1,347,0.31,22,0.59,Steaming,50.32,5/5/24,1
99MG,149,0.81,402,0.18,177,0.01,Steaming,93.89,5/5/24,1
HZPH,55,0.21,292,0.49,156,0.3,,95.59,5/5/24,1
ITO0,167,0.73,185,0.26,61,0.01,,45.1,5/5/24,1
QPD7,84,0.58,287,0.09,235,0.33,,99.21,5/5/24,1
QLG0,179,0.31,73,0.68,157,0.01,,91,5/5/24,1
MAP9,45,0.56,428,0.27,211,0.17,,93,5/5/24,1
TRWV,136,0.72,2,0.27,130,0.01,20°C for 60 min,94.44,5/5/24,1
4VE5,195,0.03,417,0.41,219,0.56,,97.5,5/5/24,1
SKVJ,78,0.2,391,0.36,6,0.44,,98.44,5/5/24,1
4G90,33,0.6,318,0.22,145,0.18,,94.75,5/5/24,1
MHW8,110,0.32,382,0.67,37,0.01,,93.86,5/5/24,1
6H1F,87,0.75,32,0.16,174,0.09,,99.76,5/5/24,1
D7VW,98,0.64,436,0.23,221,0.13,20°C for 60 min,57.75,5/5/24,1
7547,90,0.67,9,0.32,75,0.01,50°C for 10 min,45.28,5/5/24,1
B83R,52,0.87,445,0.12,128,0.01,50°C for 10 min,97.08,5/5/24,1
WMCE,100,0.22,55,0.56,267,0.22,,93.3,5/5/24,1
8WMV,30,0.41,331,0.58,232,0.01,70°C for 10 min,94.06,5/5/24,1
M7BM,118,0.46,432,0.53,188,0.01,,94.36,5/5/24,1
RALQ,88,0.23,376,0.76,144,0.01,Freezing for 20 min,92.43,5/5/24,1
ADCB,198,0.96,48,0.03,59,0.01,70°C for 10 min,90.58,5/5/24,1
CDX3,16,0.05,206,0.64,142,0.31,20°C for 60 min,92.98,5/5/24,1
6N6C,153,0.7,42,0.29,178,0.01,,92.4,5/5/24,1
SI03,74,0.76,103,0.23,78,0.01,,99.43,5/5/24,1
IHML,144,0.77,139,0.06,168,0.17,,90.87,5/5/24,1
IMC3,198,0.85,378,0.14,275,0.01,,99.73,5/5/24,1
E4FF,183,0.09,434,0.32,72,0.59,Freezing for 20 min,96.4,5/5/24,1
KEGU,21,0.58,480,0.05,266,0.37,,91.23,5/5/24,1
Z7LC,177,0.79,112,0.18,234,0.03,,96.11,5/5/24,1
O2XB,78,0.57,404,0.01,62,0.42,,98.43,5/5/24,1
8KTG,12,0.96,215,0.03,229,0.01,Steaming,97.4,5/5/24,1
4JS0,45,0.67,471,0.26,45,0.07,Steaming,99.26,5/5/24,1
0L1L,8,0.4,328,0.36,129,0.24,,96.52,5/5/24,1
YVG3,28,0.28,493,0.69,95,0.03,,98.63,5/5/24,1
GUXC,90,0.02,331,0.32,23,0.66,,91.55,5/5/24,1
BTQF,195,0.61,145,0.38,229,0.01,,36.84,5/5/24,1
EVF1,167,0.42,103,0.24,285,0.34,,60.49,5/5/24,1
H7IP,104,0.57,459,0.38,14,0.05,20°C for 60 min,98.87,5/5/24,1
Y9BJ,68,0.48,157,0.21,117,0.31,50°C for 10 min,95.72,5/5/24,1
EX05,8,0.79,162,0.2,25,0.01,20°C for 60 min,94.77,5/5/24,1
FNG4,12,0.92,457,0.07,44,0.01,Freezing for 20 min,98.51,5/5/24,1
M90N,148,0.12,315,0.87,58,0.01,Freezing for 20 min,98.89,5/5/24,1
4EOV,108,0.22,374,0.31,229,0.47,50°C for 10 min,90.77,5/5/24,1
VSL6,24,0.6,349,0.39,283,0.01,,92.67,5/5/24,1
PMNB,173,0.77,414,0.22,294,0.01,,91.79,5/5/24,1
FOWA,101,0.25,103,0.23,69,0.52,,90.91,5/5/24,1
7UDW,167,0.14,110,0.12,150,0.74,,91.76,5/5/24,1
TS28,160,0.15,299,0.73,16,0.12,,92.13,5/5/24,1
21VZ,70,0.42,91,0.57,213,0.01,,96.89,5/5/24,1
8YPI,144,0.39,444,0.6,138,0.01,,98.16,5/5/24,1
BEOY,198,0.51,464,0.48,58,0.01,,93.71,5/5/24,1
IH49,152,0.27,486,0.72,64,0.01,70°C for 10 min,97.31,5/5/24,1
BUKC,52,0.77,149,0.01,149,0.22,Freezing for 20 min,99.41,5/5/24,1
889J,120,0.81,293,0.18,169,0.01,,94.13,5/5/24,1
R3YL,87,0.74,424,0.25,29,0.01,,90.35,5/5/24,1
BIIK,61,0.26,343,0.54,120,0.2,,97.56,5/5/24,1
TY3I,57,0.14,150,0.56,273,0.3,Steaming,93.43,5/5/24,1
YJ51,90,0.71,298,0.28,68,0.01,,98.23,5/5/24,1
TPEY,64,0.03,122,0.65,101,0.32,,93.34,5/5/24,1
TCYK,30,0.9,407,0.09,166,0.01,Steaming,98.02,5/5/24,1
KWRZ,155,0.24,224,0.75,20,0.01,,94.44,5/5/24,1
826X,60,0.7,321,0.29,126,0.01,,94.15,5/5/24,1
1HYF,78,0.77,444,0.22,85,0.01,Steaming,91.51,5/5/24,1
4NDW,184,0.3,426,0.69,3,0.01,Freezing for 20 min,92.39,5/5/24,1
1226,139,0.36,47,0.63,64,0.01,Freezing for 20 min,90.1,5/5/24,1
9TBH,191,0.84,389,0.15,122,0.01,,98.03,5/5/24,1
CS1L,123,0.85,322,0.14,166,0.01,,98.6,5/5/24,1
NIXI,76,0.93,185,0.06,286,0.01,50°C for 10 min,97.48,5/5/24,1
ZKDI,45,0.34,74,0.65,68,0.01,,98.66,5/5/24,1
0FBF,167,0.57,211,0.36,284,0.07,Steaming,97.91,5/5/24,1
OT4F,90,0.9,251,0.09,71,0.01,,99.51,5/5/24,1
WMH7,136,0.78,209,0.21,184,0.01,Steaming,94.58,5/5/24,1
158T,151,0.19,296,0.77,28,0.04,Freezing for 20 min,91.94,5/5/24,1
9M5T,47,0.04,188,0.29,273,0.67,,32.03,5/5/24,1
9ZVM,198,0.13,4,0.62,237,0.25,,92.4,5/5/24,1
1J4A,45,0.55,310,0.39,104,0.06,,93.64,5/5/24,1
XW6Y,155,0.59,325,0.4,88,0.01,,98.98,5/5/24,1
UROC,31,0.13,408,0.2,178,0.67,,90.52,5/5/24,1
43IG,198,0.01,255,0.07,186,0.92,70°C for 10 min,95.68,5/5/24,1
09JY,49,0.09,374,0.67,69,0.24,20°C for 60 min,93.05,5/5/24,1
H79O,100,0.57,88,0.31,157,0.12,,94.04,5/5/24,1
HXV3,78,0.82,391,0.17,252,0.01,,93.82,5/5/24,1
8VP0,184,0.97,323,0.02,24,0.01,,91.23,5/5/24,1
FW7T,102,0.45,219,0.54,71,0.01,20°C for 60 min,94.37,5/5/24,1
PZSS,141,0.02,52,0.47,35,0.51,,90.43,5/5/24,1
6USB,45,0.34,241,0.65,55,0.01,Steaming,93.86,5/5/24,1
Z0OI,195,0.08,461,0.9,159,0.02,,94.08,5/5/24,1
B8QM,76,0.45,58,0.42,135,0.13,20°C for 60 min,97.36,5/5/24,1
5WSL,18,0.64,277,0.35,67,0.01,,90.56,5/5/24,1
68ZF,45,0.79,95,0.2,150,0.01,,94.98,5/5/24,1
ZGX0,43,0.69,221,0.23,44,0.08,,95.17,5/5/24,1
9W1B,20,0.3,358,0.33,98,0.37,,98.68,5/5/24,1
8LOQ,94,0.19,412,0.41,8,0.4,,91.49,5/5/24,1
LU3T,64,0.8,476,0.19,167,0.01,,98.17,5/5/24,1
ZWUQ,95,0.1,395,0.83,211,0.07,,96.31,5/5/24,1
YYE8,12,0.03,263,0.55,79,0.42,Freezing for 20 min,90.61,5/5/24,1
MRP5,119,0.8,235,0.19,155,0.01,Freezing for 20 min,95.21,5/5/24,1
5UX6,131,0.85,68,0.14,273,0.01,,30.83,5/5/24,1
IK36,50,0.12,325,0.28,41,0.6,,94.99,5/5/24,1
BXC7,114,0.3,165,0.69,184,0.01,20°C for 60 min,92.29,5/5/24,1
DSDB,63,0.84,251,0.15,44,0.01,Steaming,92.92,5/5/24,1
GICZ,33,0.33,461,0.58,277,0.09,Freezing for 20 min,91.15,5/5/24,1
1D47,143,0.77,113,0.22,122,0.01,70°C for 10 min,79.49,5/5/24,1
CBS7,167,0.79,15,0.07,97,0.14,,90.25,5/5/24,1
GISY,32,0.11,107,0.32,13,0.57,20°C for 60 min,90.55,5/5/24,1
FLYZ,180,0.13,258,0.5,168,0.37,,94.89,5/5/24,1
F5TD,122,0.81,496,0.18,203,0.01,,91.45,5/5/24,1
EBH4,159,0.53,354,0.14,161,0.33,,94.39,5/5/24,1
B7WQ,144,0.93,236,0.06,100,0.01,,91.52,5/5/24,1
FJFY,179,0.9,71,0.09,99,0.01,,91.98,5/5/24,1
0AQ9,12,0.1,103,0.5,137,0.4,50°C for 10 min,33.43,5/5/24,1
VQTY,198,0.81,494,0.18,119,0.01,,66.39,5/5/24,1
Y2DQ,178,0.07,187,0.92,121,0.01,,91.25,5/5/24,1
SI6X,12,0.45,70,0.03,228,0.52,Steaming,91.49,5/5/24,1
FZYZ,49,0.69,164,0.2,10,0.11,,92.02,5/5/24,1
O741,105,0.51,14,0.38,113,0.11,,97.2,5/5/24,1
MHBV,172,0.32,201,0.62,145,0.06,,92.39,5/5/24,1
2WF4,65,0.86,440,0.13,61,0.01,,90.1,5/5/24,1
HY1Z,12,0.66,173,0.33,223,0.01,,39.32,5/5/24,1
ISC7,161,0.35,223,0.64,180,0.01,20°C for 60 min,97.49,5/5/24,1
0W9A,88,0.19,131,0.03,160,0.78,Freezing for 20 min,91.86,5/5/24,1
8I2C,156,0.57,41,0.42,36,0.01,20°C for 60 min,98.45,5/5/24,1
VDYD,68,0.62,260,0.31,149,0.07,,99.95,5/5/24,1
LR47,167,0.31,456,0.3,188,0.39,,98.84,5/5/24,1
NAV3,77,0.82,249,0.17,78,0.01,,91.13,5/5/24,1
09P2,90,0.38,377,0.47,205,0.15,70°C for 10 min,94.74,5/5/24,1
WTP6,193,0.3,295,0.18,24,0.52,,99.25,5/5/24,1
KHPE,30,0.26,481,0.44,281,0.3,Freezing for 20 min,92.59,5/5/24,1
EDBZ,118,0.02,413,0.16,250,0.82,,97.06,5/5/24,1
Z2PZ,167,0.1,386,0.53,261,0.37,,95.01,5/5/24,1
QSYP,144,0.21,191,0.65,299,0.14,,93.99,5/5/24,1
33NZ,86,0.06,47,0.41,187,0.53,,90.51,5/5/24,1
YOMG,167,0.74,465,0.25,17,0.01,,97.34,5/5/24,1
IWF7,91,0.68,489,0.31,81,0.01,70°C for 10 min,98.26,5/5/24,1
G670,134,0.33,73,0.66,21,0.01,,91.92,5/5/24,1
BDVL,71,0.03,43,0.2,269,0.77,Steaming,99.6,5/5/24,1
D4EZ,12,0.58,433,0.41,122,0.01,,90.74,5/5/24,1
07FM,45,0.95,339,0.04,17,0.01,,24.49,5/5/24,1
PO19,90,0.39,475,0.02,156,0.59,20°C for 60 min,93.33,5/5/24,1
0EGC,182,0.69,15,0.21,115,0.1,,90.13,5/5/24,1
BIOL,26,0.02,161,0.03,183,0.95,Freezing for 20 min,99.9,5/5/24,1
1PBO,66,0.74,415,0.25,109,0.01,,91.97,5/5/24,1
240S,69,0.75,313,0.16,160,0.09,,95.75,5/5/24,1
GSRV,160,0.37,213,0.62,95,0.01,20°C for 60 min,91.99,5/5/24,1
SJSX,108,0.48,318,0.5,172,0.02,,32.68,5/5/24,1
FCR9,83,0.24,410,0.75,156,0.01,,93.91,5/5/24,1
73NZ,12,0.27,184,0.22,134,0.51,,99.36,5/5/24,1
P05Y,198,0.47,493,0.52,155,0.01,,93.66,5/5/24,1
TM0S,167,0.11,171,0.7,120,0.19,20°C for 60 min,99.24,5/5/24,1
WUPE,12,0.5,48,0.49,6,0.01,20°C for 60 min,97.38,5/5/24,1
TSBU,12,0.27,343,0.69,16,0.04,,95.65,5/5/24,1
1SR0,49,0.55,363,0.23,194,0.22,,50.47,5/5/24,1
XTQA,12,0.06,93,0.42,225,0.52,,95.33,5/5/24,1
S8ZL,150,0.22,302,0.59,290,0.19,,92.73,5/5/24,1
HXTT,45,0.81,226,0.18,265,0.01,,97.38,5/5/24,1
Y7AQ,178,0.53,168,0.2,78,0.27,70°C for 10 min,92.65,5/5/24,1
WACJ,125,0.96,322,0.03,246,0.01,,98.44,5/5/24,1
V2WU,92,0.58,183,0.41,105,0.01,,92.35,5/5/24,1
MW2D,21,0.48,258,0.51,131,0.01,,99.17,5/5/24,1
FXL1,26,0.03,15,0.24,209,0.73,Steaming,99.72,5/5/24,1
S9VX,23,0.22,215,0.5,157,0.28,,90.75,5/5/24,1
DJ4W,45,0.69,66,0.3,242,0.01,,94.52,5/5/24,1
DKDT,19,0.74,30,0.25,200,0.01,Freezing for 20 min,95.14,5/5/24,1
2N1I,67,0.64,88,0.14,201,0.22,Freezing for 20 min,90.58,5/5/24,1
67MQ,167,0.7,87,0.29,240,0.01,,90.65,5/5/24,1
YF47,30,0.91,146,0.08,154,0.01,,57.76,5/5/24,1
LMQB,61,0.18,277,0.81,290,0.01,,92.34,5/5/24,1
47JG,90,0.1,237,0.23,46,0.67,,95.1,5/5/24,1
HCSF,126,0.91,265,0.08,39,0.01,,98.68,5/5/24,1
XDQ6,45,0.48,353,0.51,189,0.01,,99.42,5/5/24,1
Y09A,126,0.11,80,0.8,89,0.09,,91.42,5/5/24,1
KNK3,40,0.85,459,0.14,70,0.01,Steaming,92.33,5/5/24,1
TX38,130,0.1,259,0.34,147,0.56,,97.77,5/5/24,1
4RIY,163,0.5,391,0.08,278,0.42,,90.59,5/5/24,1
0XWZ,7,0.69,285,0.3,192,0.01,,95.07,5/5/24,1
10ZJ,193,0.06,332,0.86,32,0.08,Steaming,93.16,5/5/24,1
RV9Q,144,0.66,100,0.22,180,0.12,,97.06,5/5/24,1
MUIN,196,0.77,324,0.22,55,0.01,,95.77,5/5/24,1
7O2K,52,0.87,364,0.12,145,0.01,,96.98,5/5/24,1
CXS5,193,0.64,391,0.22,203,0.14,,94.27,5/5/24,1
MJY5,90,0.92,233,0.07,290,0.01,Freezing for 20 min,95.31,5/5/24,1
V6IG,31,0.41,492,0.58,84,0.01,,96.74,5/5/24,1
E3IZ,149,0.7,331,0.29,292,0.01,Steaming,94.49,5/5/24,1
6T7J,144,0.72,26,0.27,113,0.01,,92.93,5/5/24,1
GTM8,189,0.71,408,0.28,89,0.01,70°C for 10 min,98.45,5/5/24,1
C81R,62,0.16,44,0.8,244,0.04,,98.39,5/5/24,1
ZZLK,130,0.37,73,0.04,188,0.59,,95.9,5/5/24,1
XXJF,198,0.98,4,0.01,213,0.01,,96.12,5/5/24,1
Q0MF,176,0.28,335,0.45,284,0.27,,99.7,5/5/24,1
A8S4,167,0.69,17,0.24,291,0.07,,96.66,5/5/24,1
ZDX9,178,0.77,224,0.11,91,0.12,50°C for 10 min,98.14,5/5/24,1
9KD2,169,0.27,121,0.56,268,0.17,,92.6,5/5/24,1
VSM5,78,0.7,437,0.29,232,0.01,,93.77,5/5/24,1
5X12,5,0.18,313,0.81,251,0.01,50°C for 10 min,49.59,5/5/24,1
65V7,198,0.95,479,0.04,158,0.01,,95.26,5/5/24,1
2252,159,0.93,124,0.06,75,0.01,Freezing for 20 min,92.04,5/5/24,1
SPMK,45,0.03,265,0.24,253,0.73,20°C for 60 min,66.62,5/5/24,1
A34M,152,0.59,142,0.4,266,0.01,,95.26,5/5/24,1
YSOH,78,0.36,68,0.63,28,0.01,Steaming,93.2,5/5/24,1
1MEP,47,0.71,232,0.28,178,0.01,,97.08,5/5/24,1
NBTX,113,0.12,119,0.74,41,0.14,,90.36,5/5/24,1
1O1J,3,0.07,318,0.41,76,0.52,20°C for 60 min,93.16,5/5/24,1
2OGD,198,0.94,327,0.05,283,0.01,,97.73,5/5/24,1
HHHF,195,0.65,432,0.09,28,0.26,20°C for 60 min,75.65,5/5/24,1
JR0L,163,0.22,294,0.12,249,0.66,,100,5/5/24,1
8DWJ,12,0.26,345,0.73,148,0.01,50°C for 10 min,98.55,5/5/24,1
YKQW,12,0.71,41,0.28,259,0.01,,92.29,5/5/24,1
V551,135,0.77,128,0.22,280,0.01,,97.99,5/5/24,1
YB1O,166,0.17,463,0.03,57,0.8,,77.82,5/5/24,1
N8V2,12,0.67,353,0.01,68,0.32,,99.24,5/5/24,1
3238,113,0.6,44,0.21,20,0.19,50°C for 10 min,97.03,5/5/24,1
54LT,144,0.85,2,0.14,78,0.01,,91.55,5/5/24,1
65WZ,35,0.11,242,0.88,115,0.01,,97.62,5/5/24,1
L4P6,38,0.83,446,0.16,159,0.01,,91.77,5/5/24,1
DKYN,191,0.26,466,0.04,17,0.7,,96.41,5/5/24,1
7GGD,79,0.16,450,0.16,149,0.68,20°C for 60 min,93.7,5/5/24,1
ETFA,55,0.67,394,0.13,197,0.2,,93.67,5/5/24,1
YMUB,12,0.58,305,0.41,64,0.01,,93.66,5/5/24,1
SWXC,10,0.88,153,0.07,271,0.05,,91.66,5/5/24,1
AFBN,50,0.45,406,0.13,123,0.42,,93.23,5/5/24,1
ZOPM,128,0.27,331,0.24,137,0.49,,97.56,5/5/24,1
6Q7N,124,0.39,227,0.5,234,0.11,,94.03,5/5/24,1
HUNR,45,0.73,426,0.26,133,0.01,,52.37,5/5/24,1
J2IJ,151,0.89,343,0.04,201,0.07,50°C for 10 min,94.38,5/5/24,1
1DW8,90,0.53,372,0.46,162,0.01,,97.62,5/5/24,1
QVIT,166,0.78,431,0.21,189,0.01,50°C for 10 min,91.44,5/5/24,1
TCW7,190,0.35,37,0.64,77,0.01,,94.44,5/5/24,1
IS6H,45,0.49,211,0.03,132,0.48,50°C for 10 min,96.15,5/5/24,1
SBPZ,90,0.42,226,0.57,263,0.01,,98.91,5/5/24,1
N9KB,12,0.5,1,0.49,280,0.01,,38.99,5/5/24,1
7H49,156,0.22,150,0.49,202,0.29,50°C for 10 min,97.5,5/5/24,1
8YH3,67,0.79,241,0.2,148,0.01,20°C for 60 min,98.56,5/5/24,1
174L,136,0.96,336,0.03,220,0.01,,99.85,5/5/24,1
T5KF,78,0.1,101,0.84,283,0.06,Freezing for 20 min,92.02,5/5/24,1
T0CH,29,0.47,301,0.5,59,0.03,,65.59,5/5/24,1
NNWN,2,0.14,379,0.82,132,0.04,20°C for 60 min,93.59,5/5/24,1
JEKR,133,0.28,266,0.71,114,0.01,20°C for 60 min,97.36,5/5/24,1
O7RU,192,0.65,360,0.34,190,0.01,70°C for 10 min,91.88,5/5/24,1
91CS,184,0.33,280,0.65,3,0.02,,91.56,5/5/24,1
ZT5M,194,0.09,75,0.48,142,0.43,,94.96,5/5/24,1
HZI1,144,0.87,406,0.12,17,0.01,20°C for 60 min,99.46,5/5/24,1
0YQX,86,0.89,367,0.04,298,0.07,,96.2,5/5/24,1
12SX,103,0.59,13,0.17,283,0.24,,96.23,5/5/24,1
PNBB,146,0.67,42,0.32,56,0.01,,93.37,5/5/24,1
16MN,61,0.51,60,0.48,169,0.01,,27.09,5/5/24,1
LXNJ,42,0.15,85,0.8,235,0.05,,98.13,5/5/24,1
N9GJ,12,0.69,367,0.03,205,0.28,,90.64,5/5/24,1
E06X,90,0.14,89,0.77,235,0.09,Freezing for 20 min,91.82,5/5/24,1
TBTK,16,0.93,386,0.06,60,0.01,,98.06,5/5/24,1
OMIO,90,0.17,72,0.25,290,0.58,,98.05,5/5/24,1
43EZ,167,0.59,422,0.4,192,0.01,Freezing for 20 min,89.85,5/5/24,1
EP0N,32,0.36,24,0.63,287,0.01,,97.25,5/5/24,1
CUX6,23,0.56,277,0.43,106,0.01,,91.74,5/5/24,1
A11M,47,0.84,36,0.15,204,0.01,,95.02,5/5/24,1
6MEK,13,0.16,346,0.23,135,0.61,,91.5,5/5/24,1
7G6U,78,0.54,245,0.45,195,0.01,20°C for 60 min,95.49,5/5/24,1
8KSY,125,0.36,449,0.58,157,0.06,,94.94,5/5/24,1
7XNW,90,0.57,257,0.15,234,0.28,50°C for 10 min,90.73,5/5/24,1
7AMZ,145,0.11,142,0.76,157,0.13,,97.68,5/5/24,1
LKAG,23,0.46,459,0.32,94,0.22,,96.3,5/5/24,1
5CEW,72,0.78,172,0.21,74,0.01,20°C for 60 min,91.51,5/5/24,1
CJXS,83,0.62,424,0.37,152,0.01,20°C for 60 min,93.42,5/5/24,1
NYMM,90,0.54,267,0.45,148,0.01,,91.67,5/5/24,1
A5GR,12,0.92,162,0.07,280,0.01,,94.87,5/5/24,1
P3D3,12,0.4,361,0.15,107,0.45,,91.06,5/5/24,1
N444,14,0.45,318,0.46,21,0.09,,97.78,5/5/24,1
BAZC,28,0.95,127,0.04,35,0.01,,94.36,5/5/24,1
Z483,1,0.73,11,0.26,3,0.01,,99.73,5/5/24,1
TARF,62,0.53,430,0.36,229,0.11,,85.71,5/5/24,1
PEBB,82,0.36,345,0.63,83,0.01,,93.59,5/5/24,1
CTAZ,109,0.72,148,0.27,200,0.01,,99.16,5/5/24,1
ZCQ9,8,0.6,139,0.06,67,0.34,,94.33,5/5/24,1
CE4L,90,0.45,249,0.36,138,0.19,,99.51,5/5/24,1
6JGG,193,0.42,212,0.38,93,0.2,,99.15,5/5/24,1
XBKP,153,0.95,23,0.04,89,0.01,Freezing for 20 min,90.61,5/5/24,1
XFW6,67,0.34,466,0.65,269,0.01,Steaming,98.32,5/5/24,1
J399,103,0.07,105,0.2,81,0.73,Steaming,96.82,5/5/24,1
NCYC,144,0.41,138,0.12,83,0.47,Freezing for 20 min,97.49,5/5/24,1
3MAK,32,0.26,17,0.4,225,0.34,,92.63,5/5/24,1
G09X,12,0.08,151,0.43,150,0.49,,95.58,5/5/24,1
250W,127,0.3,55,0.16,87,0.54,,94.16,5/5/24,1
XWRU,149,0.68,71,0.31,264,0.01,,96.69,5/5/24,1
73FA,100,0.93,200,0.06,251,0.01,20°C for 60 min,97.32,5/5/24,1
GFX4,144,0.2,249,0.79,195,0.01,50°C for 10 min,92.95,5/5/24,1
WZZE,145,0.74,292,0.25,24,0.01,,38.57,5/5/24,1
ANY1,134,0.91,486,0.08,107,0.01,70°C for 10 min,98.37,5/5/24,1
F0JP,193,0.33,107,0.35,131,0.32,70°C for 10 min,97.04,5/5/24,1
BRLS,105,0.29,79,0.35,70,0.36,Freezing for 20 min,75.74,5/5/24,1
H3K9,12,0.14,452,0.26,110,0.6,Steaming,95.95,5/5/24,1
VB2X,113,0.9,214,0.09,298,0.01,,92.64,5/5/24,1
UGPF,133,0.91,65,0.08,239,0.01,Freezing for 20 min,95.87,5/5/24,1
JLFL,72,0.07,145,0.67,298,0.26,Steaming,90.26,5/5/24,1
HWN4,90,0.45,130,0.39,141,0.16,,93.69,5/5/24,1
ZR64,158,0.63,398,0.13,294,0.24,,90.42,5/5/24,1
6P4L,145,0.72,109,0.27,246,0.01,Steaming,76.98,5/5/24,1
DTQG,38,0.29,53,0.13,122,0.58,Freezing for 20 min,97.33,5/5/24,1
E1MM,45,0.54,282,0.45,39,0.01,,93.14,5/5/24,1
E51L,115,0.81,218,0.18,126,0.01,,95.22,5/5/24,1
62SU,78,0.11,248,0.23,131,0.66,20°C for 60 min,99.26,5/5/24,1
GJY9,153,0.86,154,0.13,160,0.01,,94.5,5/5/24,1
GNSU,18,0.24,293,0.42,94,0.34,,98.58,5/5/24,1
BX3E,68,0.06,17,0.93,90,0.01,20°C for 60 min,96.6,5/5/24,1
LQUJ,78,0.65,125,0.34,40,0.01,70°C for 10 min,97.1,5/5/24,1
2XPQ,87,0.35,497,0.64,116,0.01,,94.19,5/5/24,1
OXHF,157,0.78,319,0.21,7,0.01,70°C for 10 min,98.53,5/5/24,1
4MAW,5,0.42,13,0.05,240,0.53,Steaming,98.85,5/5/24,1
X30T,30,0.8,18,0.19,91,0.01,,92.84,5/5/24,1
0XBU,109,0.34,260,0.65,113,0.01,70°C for 10 min,97.71,5/5/24,1
4FFT,93,0.13,159,0.48,124,0.39,Freezing for 20 min,97.84,5/5/24,1
LUVM,197,0.31,128,0.34,24,0.35,,97.22,5/5/24,1
KW4O,12,0.72,175,0.27,125,0.01,70°C for 10 min,90.59,5/5/24,1
V2BE,60,0.83,48,0.16,283,0.01,,95.35,5/5/24,1
LE8I,160,0.84,141,0.15,210,0.01,,98.03,5/5/24,1
E9JN,198,0.61,466,0.38,53,0.01,50°C for 10 min,91.12,5/5/24,1
PXQH,199,0.85,225,0.14,280,0.01,,57.32,5/5/24,1
GJ5C,59,0.86,7,0.05,31,0.09,Freezing for 20 min,97.76,5/5/24,1
AVQM,121,0.62,95,0.05,244,0.33,50°C for 10 min,95.01,5/5/24,1
O2DU,198,0.07,60,0.81,90,0.12,,98.16,5/5/24,1
BC1J,198,0.85,104,0.14,231,0.01,,91.52,5/5/24,1
6VVW,22,0.34,131,0.65,272,0.01,,45.4,5/5/24,1
0223,76,0.95,267,0.04,291,0.01,,94.95,5/5/24,1
6748,148,0.38,175,0.24,214,0.38,,91.78,5/5/24,1
98OP,112,0.75,439,0.01,108,0.24,,93.56,5/5/24,1
0JVU,116,0.16,476,0.13,227,0.71,,77.14,5/5/24,1
7DGW,87,0.21,9,0.78,52,0.01,,51.11,5/5/24,1
G6LI,169,0.29,413,0.13,125,0.58,50°C for 10 min,96.5,5/5/24,1
SWIX,12,0.54,42,0.23,259,0.23,Steaming,99.14,5/5/24,1
OK14,45,0.12,267,0.61,7,0.27,,96.22,5/5/24,1
BAD2,144,0.39,384,0.03,212,0.58,70°C for 10 min,95.7,5/5/24,1
Y5PN,167,0.11,392,0.19,143,0.7,,95.61,5/5/24,1
2J1G,198,0.35,350,0.5,208,0.15,,92.31,5/5/24,1
UHIE,60,0.45,346,0.54,224,0.01,70°C for 10 min,93.56,5/5/24,1
